31.0619, 35.0198
31.062, 35.0197
31.062, 35.0199
31.0621, 35.0198
31.0665, 34.8384
31.0665, 34.8386
31.1913, 34.8053
31.1913, 34.8055
31.1914, 34.8054
31.225, 34.8292
31.2251, 34.8293
31.2254, 34.8276
31.2255, 34.8276
31.2303, 34.8027
31.2303, 34.8029
31.2305, 34.8026
31.2305, 34.8028
31.2366, 34.7991
31.2367, 34.7992
31.2373, 34.7926
31.2373, 34.7927
31.2374, 34.7925
31.2374, 34.7926
31.2391, 34.7977
31.2392, 34.7979
31.2393, 34.7977
31.2393, 34.7979
31.2405, 34.8011
31.2406, 34.8009
31.2407, 34.801
31.241, 34.7967
31.2411, 34.7966
31.2411, 34.7969
31.2414, 34.7964
31.2436, 34.7936
31.2438, 34.7933
31.2438, 34.7937
31.2439, 34.7935
31.2439, 34.7995
31.2439, 34.7996
31.2439, 34.8001
31.244, 34.7967
31.244, 34.7968
31.244, 34.7996
31.244, 34.8001
31.244, 34.8088
31.244, 34.809
31.2441, 34.7967
31.2441, 34.7968
31.2442, 34.7816
31.2442, 34.8088
31.2443, 34.7815
31.2443, 34.8061
31.2443, 34.8062
31.2445, 34.8062
31.2448, 34.7951
31.2448, 34.7952
31.2449, 34.7822
31.2449, 34.7824
31.2449, 34.8049
31.2449, 34.8117
31.245, 34.8048
31.245, 34.805
31.245, 34.8117
31.2451, 34.805
31.2451, 34.8115
31.2452, 34.8117
31.2463, 34.7828
31.2463, 34.7829
31.2463, 34.7967
31.2463, 34.7968
31.2464, 34.7829
31.2464, 34.783
31.2471, 34.7973
31.2471, 34.7974
31.2477, 34.7834
31.2477, 34.7835
31.2478, 34.7834
31.2496, 34.7752
31.2497, 34.7753
31.2499, 34.8186
31.2499, 34.8187
31.2503, 34.7845
31.2504, 34.7844
31.2508, 34.7981
31.2509, 34.798
31.2509, 34.7982
31.251, 34.798
31.2517, 34.7912
31.2517, 34.7913
31.2518, 34.7912
31.2519, 34.7703
31.252, 34.7701
31.252, 34.7867
31.252, 34.7869
31.2521, 34.7704
31.2521, 34.7867
31.2522, 34.7702
31.2522, 34.7869
31.2525, 34.8151
31.2526, 34.8152
31.2531, 34.7659
31.2532, 34.7659
31.2534, 34.8145
31.2535, 34.8144
31.2535, 34.8145
31.2535, 34.8146
31.2556, 34.7951
31.2556, 34.7956
31.2568, 34.7587
31.2569, 34.7588
31.257, 34.7588
31.2572, 34.8262
31.2573, 34.826
31.2573, 34.8263
31.2574, 34.8262
31.2578, 34.812
31.2584, 34.7759
31.2584, 34.7979
31.2584, 34.7981
31.2585, 34.7758
31.2585, 34.776
31.2585, 34.7979
31.2585, 34.7981
31.2586, 34.7759
31.259, 34.7876
31.259, 34.7877
31.2591, 34.7876
31.2591, 34.7877
31.2608, 34.806
31.2609, 34.8008
31.2609, 34.8057
31.2609, 34.8059
31.2609, 34.806
31.261, 34.7981
31.261, 34.7983
31.261, 34.8008
31.2611, 34.7629
31.2612, 34.763
31.2613, 34.7628
31.2613, 34.8324
31.2613, 34.8325
31.2614, 34.8323
31.2615, 34.8323
31.2621, 34.7981
31.2621, 34.7983
31.2636, 34.7981
31.2637, 34.7981
31.2637, 34.7983
31.2641, 34.7893
